股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1108,幸福,2026-07-16 06:29:55,True,12.6,871 張,0(0%)/-125(20%)/-262(31%)/+90(7%)/+189(21%),-108(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,31,71.0%,0.43%,4.14%,-3.62%,1.63,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,1108,🟢 已滿足進場條件
1435,中福,2026-07-16 06:29:58,True,25.4,4 張,0(0%)/-3(12%)/0(0%)/-1(10%)/-2(28%),-6(12%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,11,81.8%,5.23%,16.13%,-8.13%,7.69,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,1435,🟢 已滿足進場條件
1514,亞力,2026-07-16 06:29:59,True,107.0,2923 張,0(0%)/-389(14%)/-3278(17%)/-791(14%)/-1108(35%),-5566(18%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,5,80.0%,28.37%,62.58%,-19.71%,31.39,碰觸BBAND下緣進場,乖離率大於15%停利出場,1514,🟢 已滿足進場條件
1533,車王電,2026-07-16 06:30:00,True,34.0,113 張,0(0%)/-121(33%)/-59(23%)/-54(37%)/-40(35%),-274(31%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,8,87.5%,1.14%,2.02%,-0.66%,0.81,站上60T進場,碰觸20T(布林中線)以上出場,1533,🟢 已滿足進場條件
1714,和桐,2026-07-16 06:30:02,True,16.2,13901 張,0(0%)/-2547(7%)/+1322(3%)/-4354(19%)/-3461(24%),-9040(7%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,48,77.1%,0.93%,9.12%,-7.38%,2.87,直接進場,站上60T出場,1714,🟢 已滿足進場條件
2305,全友,2026-07-16 06:30:07,True,34.1,3329 張,0(0%)/-40(2%)/+165(2%)/-1624(28%)/-509(15%),-2008(9%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,4,75.0%,13.8%,41.09%,-44.52%,39.94,碰觸BBAND下緣進場,乖離率大於15%停利出場,2305,🟢 已滿足進場條件
2023,燁輝,2026-07-16 06:30:05,True,13.7,1289 張,0(0%)/+1051(36%)/+173(6%)/-190(16%)/-539(35%),+495(6%),[進] 60分K之KD且RSI<20 且 直接進場；[出] KD且RSI大於70且在BBAND中線以上出場,37,73.0%,1.11%,10.06%,-8.41%,3.63,直接進場,KD且RSI大於70且在BBAND中線以上出場,2023,🟢 已滿足進場條件
2375,凱美,2026-07-16 06:30:09,True,163.5,6341 張,0(0%)/+1317(10%)/+2384(21%)/-1665(18%)/-1547(23%),+489(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,4,100.0%,26.93%,34.91%,11.68%,10.86,碰觸BBAND下緣進場,乖離率大於15%停利出場,2375,🟢 已滿足進場條件
2379,瑞昱,2026-07-16 06:30:09,True,713.0,5009 張,0(0%)/-2510(41%)/+271(7%)/-177(6%)/-2221(35%),-4637(24%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 碰觸20T(布林中線)以上出場,47,76.6%,0.96%,6.89%,-11.03%,3.04,直接進場,碰觸20T(布林中線)以上出場,2379,🟢 已滿足進場條件
2417,圓剛,2026-07-16 06:30:11,True,42.05,579 張,0(0%)/-374(29%)/+190(17%)/-47(11%)/-172(29%),-403(12%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,19,84.2%,1.91%,9.96%,-12.11%,5.39,站上60T進場,碰觸20T(布林中線)以上出場,2417,🟢 已滿足進場條件
2492,華新科,2026-07-16 06:30:14,True,341.5,3875 張,0(0%)/+970(6%)/+1763(7%)/-3034(13%)/-1676(35%),-1977(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,5,100.0%,31.12%,42.8%,12.06%,11.66,碰觸BBAND下緣進場,乖離率大於15%停利出場,2492,🟢 已滿足進場條件
2495,普安,2026-07-16 06:30:14,True,42.65,2932 張,0(0%)/-7924(51%)/+834(11%)/-701(24%)/-1074(35%),-8865(31%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,4,100.0%,26.69%,30.38%,19.84%,4.92,碰觸BBAND下緣進場,乖離率大於15%停利出場,2495,🟢 已滿足進場條件
2637,慧洋-KY,2026-07-16 06:30:17,True,82.1,1456 張,0(0%)/+2522(39%)/+33(1%)/+367(19%)/-374(22%),+2548(18%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,36,86.1%,2.06%,8.44%,-22.65%,5.47,碰觸BBAND下緣進場,站上60T出場,2637,🟢 已滿足進場條件
2483,百容,2026-07-16 06:30:14,True,48.3,4581 張,0(0%)/-254(11%)/+64(3%)/+136(2%)/-1616(34%),-1670(11%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,6,83.3%,1.31%,5.84%,-2.86%,2.98,站上60T進場,碰觸20T(布林中線)以上出場,2483,🟢 已滿足進場條件
2727,王品,2026-07-16 06:30:17,True,215.5,1535 張,0(0%)/-236(39%)/-558(57%)/-444(40%)/0(0%),-1238(29%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,29,79.3%,0.94%,7.35%,-5.62%,2.83,碰觸BBAND下緣進場,站上60T出場,2727,🟢 已滿足進場條件
