股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1216,統一,2026-07-30 03:24:14,True,73.9,14864 張,+3310(21%)/+1803(13%)/+4399(27%)/+4007(17%)/-4793(30%),+8726(10%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,43,76.7%,0.2%,2.58%,-7.17%,2.05,直接進場,站上60T出場,1216,🟢 已滿足進場條件
1310,台苯,2026-07-30 03:24:14,True,7.11,7647 張,-1077(34%)/+215(4%)/+81(3%)/+3205(12%)/-1806(21%),+618(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,3,100.0%,1.34%,3.32%,0.33%,1.72,站上60T進場,站上60T出場,1310,🟢 已滿足進場條件
1708,東鹼,2026-07-30 03:24:18,True,46.65,1586 張,-490(18%)/+94(4%)/-54(1%)/+967(18%)/-180(11%),+337(2%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,35,88.6%,0.76%,12.29%,-17.44%,5.02,碰觸BBAND下緣進場,站上60T出場,1708,🟢 已滿足進場條件
1718,中纖,2026-07-30 03:24:19,True,8.77,14881 張,-6760(17%)/+15801(33%)/+709(2%)/-3(0%)/-3849(24%),+5898(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,36,75.0%,1.41%,11.58%,-7.95%,3.7,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,1718,🟢 已滿足進場條件
1709,和益,2026-07-30 03:24:18,True,23.15,1577 張,+548(11%)/+247(10%)/+1808(38%)/+1357(36%)/-417(25%),+3543(20%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] MACD柱狀體翻綠出場,4,75.0%,0.52%,0.96%,0.0%,0.48,站上5T進場,MACD柱狀體翻綠出場,1709,🟢 已滿足進場條件
1713,國化,2026-07-30 03:24:19,True,46.15,62 張,-7(15%)/-52(43%)/-74(30%)/-169(53%)/-22(31%),-324(40%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,7,71.4%,0.2%,0.6%,-0.35%,0.32,站上60T進場,站上60T出場,1713,🟢 已滿足進場條件
1541,錩泰,2026-07-30 03:24:17,True,20.65,1 張,+1(7%)/+5(24%)/+10(22%)/+13(52%)/-1(46%),+28(26%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,24,75.0%,0.57%,14.25%,-14.29%,6.26,碰觸BBAND下緣進場,站上60T出場,1541,🟢 已滿足進場條件
1626,艾美特-KY,2026-07-30 03:24:18,True,9.7,26 張,-10(24%)/+6(17%)/+4(7%)/+26(25%)/-10(35%),+16(6%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,5,80.0%,2.41%,4.87%,-1.23%,2.6,站上60T進場,布林通道觸頂出場,1626,🟢 已滿足進場條件
1731,美吾華,2026-07-30 03:24:20,True,20.45,47 張,+2(2%)/+30(54%)/+9(7%)/+15(10%)/-17(35%),+39(8%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,1.2%,1.62%,0.89%,0.38,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1731,🟢 已滿足進場條件
2243,宏旭-KY,2026-07-30 03:24:23,True,40.4,612 張,-419(42%)/-122(24%)/+86(21%)/+181(22%)/-191(30%),-465(14%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,8,87.5%,11.22%,28.76%,-45.36%,23.52,碰觸BBAND下緣進場,乖離率大於15%停利出場,2243,🟢 已滿足進場條件
