股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1203,味王,2026-08-31 05:27:54,True,44.4,33 張,+1(8%)/+16(43%)/-3(42%)/-5(38%)/+1(5%),+10(11%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,3,100.0%,2.01%,2.54%,1.73%,0.46,站上60T進場,碰觸20T(布林中線)以上出場,1203,🟢 已滿足進場條件
1337,再生-KY,2026-08-31 05:27:55,True,4.61,470 張,+63(23%)/+50(19%)/+153(27%)/-225(61%)/-54(19%),-13(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,7,71.4%,0.07%,2.66%,-4.03%,2.04,站上60T進場,站上60T出場,1337,🟢 已滿足進場條件
1464,得力,2026-08-31 05:27:58,True,10.1,246 張,+71(49%)/+70(40%)/+23(13%)/-64(28%)/-29(12%),+71(7%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,10,70.0%,0.38%,5.63%,-7.22%,4.06,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1464,🟢 已滿足進場條件
1515,力山,2026-08-31 05:27:58,True,33.6,3429 張,-195(15%)/+573(13%)/-799(11%)/-608(9%)/-108(7%),-1137(5%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,5,100.0%,3.56%,11.83%,0.59%,4.69,站上60T進場,布林通道觸頂出場,1515,🟢 已滿足進場條件
1522,堤維西,2026-08-31 05:27:58,True,27.75,254 張,+9(5%)/+61(26%)/+77(22%)/-95(29%)/-71(35%),-19(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 布林通道觸頂出場,34,79.4%,1.62%,12.27%,-31.14%,8.17,碰觸BBAND下緣進場,布林通道觸頂出場,1522,🟢 已滿足進場條件
1531,高林股,2026-08-31 05:27:59,True,12.05,1144 張,+18(8%)/+24(9%)/-39(12%)/+71(6%)/-237(27%),-163(6%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,27,81.5%,0.81%,4.53%,-11.36%,2.8,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,1531,🟢 已滿足進場條件
1536,和大,2026-08-31 05:27:59,True,49.55,1823 張,+34(6%)/+147(21%)/+656(53%)/-287(27%)/-151(20%),+399(9%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] MACD柱狀體翻綠出場,3,100.0%,1.07%,2.5%,0.31%,1.24,站上5T進場,MACD柱狀體翻綠出場,1536,🟢 已滿足進場條件
1583,程泰,2026-08-31 05:28:00,True,48.05,35 張,+6(8%)/+28(40%)/-3(25%)/-3(21%)/-7(25%),+21(11%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] 碰觸20T(布林中線)以上出場,3,100.0%,2.61%,4.84%,0.65%,2.1,站上5T進場,碰觸20T(布林中線)以上出場,1583,🟢 已滿足進場條件
1616,億泰,2026-08-31 05:28:02,True,19.45,163 張,0(0%)/+89(37%)/+187(35%)/-70(33%)/-39(25%),+167(13%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,3,100.0%,35.7%,37.8%,33.98%,1.94,站上60T進場,乖離率大於15%停利出場,1616,🟢 已滿足進場條件
1808,潤隆,2026-08-31 05:28:04,True,34.1,5652 張,-95(5%)/-1267(45%)/+313(19%)/-952(38%)/-538(25%),-2539(23%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,6,83.3%,0.11%,2.48%,-7.08%,3.58,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1808,🟢 已滿足進場條件
2009,第一銅,2026-08-31 05:28:04,True,40.6,2371 張,-1049(25%)/+2217(35%)/-389(5%)/-155(6%)/-158(12%),+466(2%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,3,100.0%,34.88%,69.8%,4.02%,33.08,碰觸BBAND下緣進場,乖離率大於15%停利出場,2009,🟢 已滿足進場條件
2025,千興,2026-08-31 05:28:04,True,12.65,637 張,+73(20%)/+495(42%)/-24(5%)/+23(3%)/-190(35%),+377(11%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,80.0%,0.92%,4.39%,-5.53%,3.82,站上60T進場,碰觸20T(布林中線)以上出場,2025,🟢 已滿足進場條件
2028,威致,2026-08-31 05:28:04,True,15.65,84 張,+20(29%)/+43(59%)/+21(18%)/-8(13%)/-25(35%),+51(13%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,31,74.2%,0.41%,6.0%,-17.78%,4.4,碰觸BBAND下緣進場,站上60T出場,2028,🟢 已滿足進場條件
2062,橋椿,2026-08-31 05:28:05,True,19.05,79 張,-10(7%)/+44(43%)/-4(2%)/-29(33%)/-16(18%),-15(3%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,5,80.0%,0.52%,4.57%,-9.11%,5.53,站上60T進場,布林通道觸頂出場,2062,🟢 已滿足進場條件
2101,南港,2026-08-31 05:28:05,True,31.25,2275 張,-318(24%)/-9(1%)/+162(8%)/-1901(69%)/-449(28%),-2515(29%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,6,83.3%,1.04%,2.21%,-0.65%,0.97,站上60T進場,碰觸20T(布林中線)以上出場,2101,🟢 已滿足進場條件
2399,映泰,2026-08-31 05:28:10,True,45.5,6958 張,-1377(22%)/+2787(28%)/-803(16%)/+1450(35%)/-586(21%),+1471(5%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,4,100.0%,13.36%,33.39%,2.49%,13.91,站上60T進場,乖離率大於15%停利出場,2399,🟢 已滿足進場條件
2413,環科,2026-08-31 05:28:10,True,43.15,355 張,-38(10%)/+228(42%)/-31(6%)/+37(8%)/-90(30%),+106(5%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] 乖離率大於15%停利出場,3,100.0%,19.69%,26.77%,5.75%,12.07,站上5T進場,乖離率大於15%停利出場,2413,🟢 已滿足進場條件
2405,輔信,2026-08-31 05:28:10,True,15.3,664 張,-198(21%)/+119(19%)/+83(10%)/+107(16%)/-158(23%),-47(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,35,74.3%,0.96%,7.92%,-25.12%,5.78,碰觸BBAND下緣進場,站上60T出場,2405,🟢 已滿足進場條件
2423,固緯,2026-08-31 05:28:10,True,73.0,130 張,+4(8%)/+1(1%)/+34(44%)/-11(11%)/-22(35%),+6(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 布林通道觸頂出場,22,86.4%,1.75%,11.69%,-11.49%,4.16,碰觸BBAND下緣進場,布林通道觸頂出場,2423,🟢 已滿足進場條件
