股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1435,中福,2026-07-21 03:41:24,True,19.05,29 張,-1(10%)/-2(29%)/-6(38%)/+1(3%)/-6(19%),-14(14%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,11,81.8%,5.23%,16.13%,-8.13%,7.69,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,1435,🟢 已滿足進場條件
1563,巧新,2026-07-21 03:41:26,True,58.9,918 張,-638(47%)/+198(21%)/+499(20%)/+62(4%)/-99(11%),+22(0%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,8,75.0%,0.5%,1.84%,-0.88%,0.93,站上60T進場,站上60T出場,1563,🟢 已滿足進場條件
1615,大山,2026-07-21 03:41:27,True,42.45,310 張,+72(38%)/+109(43%)/+30(11%)/-34(11%)/-114(35%),+63(5%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 碰觸20T(布林中線)以上出場,37,75.7%,0.37%,8.4%,-12.46%,3.19,直接進場,碰觸20T(布林中線)以上出場,1615,🟢 已滿足進場條件
2105,正新,2026-07-21 03:41:30,True,32.05,10018 張,+3376(43%)/+8824(48%)/+10487(36%)/+2206(17%)/-3541(35%),+21352(27%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,100.0%,2.03%,4.55%,0.78%,1.71,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2105,🟢 已滿足進場條件
2414,精技,2026-07-21 03:41:33,True,56.5,219 張,-9(1%)/-174(38%)/-41(9%)/+70(8%)/0(0%),-154(6%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,80.0%,0.61%,1.76%,-0.69%,0.88,站上60T進場,碰觸20T(布林中線)以上出場,2414,🟢 已滿足進場條件
2484,希華,2026-07-21 03:41:34,True,70.3,18359 張,-4204(18%)/-2082(5%)/+21(0%)/-783(13%)/-2427(13%),-9475(8%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,2.05%,3.0%,0.82%,1.12,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,2484,🟢 已滿足進場條件
2486,一詮,2026-07-21 03:41:34,True,214.0,5611 張,+4146(39%)/+1409(8%)/-3766(40%)/-496(6%)/-1196(19%),+97(0%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,4,100.0%,40.19%,66.51%,26.5%,18.22,碰觸BBAND下緣進場,乖離率大於15%停利出場,2486,🟢 已滿足進場條件
2885,元大金,2026-07-21 03:41:38,True,60.3,36225 張,-4931(16%)/-5074(24%)/-8917(17%)/-12155(22%)/-5230(13%),-36307(18%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,7,100.0%,1.26%,2.06%,0.3%,0.63,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2885,🟢 已滿足進場條件
3008,大立光,2026-07-21 03:41:38,True,3850.0,895 張,-1059(31%)/+273(9%)/+82(4%)/+26(2%)/-142(15%),-820(8%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,40,75.0%,1.16%,8.5%,-8.55%,3.11,碰觸BBAND下緣進場,站上60T出場,3008,🟢 已滿足進場條件
3413,京鼎,2026-07-21 03:41:41,True,334.0,3738 張,+541(12%)/+2044(23%)/-143(2%)/-352(7%)/-793(21%),+1297(4%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,13,84.6%,1.86%,4.38%,-2.74%,2.0,站上60T進場,碰觸20T(布林中線)以上出場,3413,🟢 已滿足進場條件
4807,日成-KY,2026-07-21 03:41:44,True,38.4,33 張,-132(40%)/+270(26%)/+113(18%)/-37(9%)/-9(27%),+205(8%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 乖離率大於15%停利出場,7,85.7%,18.24%,50.64%,-39.22%,29.9,直接進場,乖離率大於15%停利出場,4807,🟢 已滿足進場條件
5306,桂盟,2026-07-21 03:41:46,True,92.6,72 張,-14(7%)/+109(6%)/-4(0%)/-15(3%)/-17(21%),+59(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,5,100.0%,0.71%,1.64%,0.35%,0.55,站上60T進場,站上60T出場,5306,🟢 已滿足進場條件
6141,柏承,2026-07-21 03:41:47,True,37.8,558 張,+152(10%)/+2562(36%)/+1424(33%)/-264(15%)/-87(15%),+3787(25%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 乖離率大於15%停利出場,8,75.0%,12.13%,29.35%,-12.46%,14.86,直接進場,乖離率大於15%停利出場,6141,🟢 已滿足進場條件
6239,力成,2026-07-21 03:41:48,True,267.5,10852 張,+802(5%)/+39(0%)/-4724(11%)/+1382(7%)/-876(8%),-3377(3%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,7,85.7%,1.71%,9.52%,-15.85%,8.22,站上60T進場,布林通道觸頂出場,6239,🟢 已滿足進場條件
6226,光鼎,2026-07-21 03:41:48,True,18.3,2957 張,+193(6%)/-425(14%)/+354(22%)/-43(1%)/-1319(35%),-1240(8%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,4,100.0%,5.65%,14.94%,0.37%,6.39,站上60T進場,布林通道觸頂出場,6226,🟢 已滿足進場條件
6525,捷敏-KY,2026-07-21 03:41:49,True,152.5,3302 張,-1402(25%)/-220(5%)/+950(20%)/+343(11%)/-241(7%),-570(3%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,9,100.0%,4.06%,12.97%,0.88%,3.75,站上60T進場,布林通道觸頂出場,6525,🟢 已滿足進場條件
6901,鑽石投資,2026-07-21 03:41:52,True,17.6,1234 張,+215(6%)/-380(15%)/-898(14%)/+77(3%)/-332(26%),-1318(8%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,9,77.8%,1.33%,7.54%,-6.56%,4.17,站上60T進場,碰觸20T(布林中線)以上出場,6901,🟢 已滿足進場條件
7610,聯友金屬-創,2026-07-21 03:41:53,True,1955.0,347 張,+46(9%)/+255(36%)/+107(13%)/+216(39%)/-152(35%),+472(16%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,100.0%,9.86%,18.13%,3.69%,6.48,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,7610,🟢 已滿足進場條件
7795,長廣,2026-07-21 03:41:53,True,415.0,1055 張,+2(0%)/-106(43%)/-21(6%)/-46(13%)/-360(31%),-531(20%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,3,100.0%,2.05%,2.47%,1.77%,0.37,站上60T進場,站上60T出場,7795,🟢 已滿足進場條件
7827,漢康-KY創,2026-07-21 03:41:54,True,151.0,135 張,-82(35%)/-42(28%)/-68(31%)/-39(14%)/-13(9%),-244(24%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 跌破5T出場(停損/利),4,100.0%,1.6%,3.86%,0.33%,1.56,直接進場,跌破5T出場(停損/利),7827,🟢 已滿足進場條件
