股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1108,幸福,2026-07-17 03:34:08,True,12.4,448 張,-125(20%)/-262(31%)/+90(7%)/-355(40%)/-174(35%),-826(20%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,31,71.0%,0.43%,4.14%,-3.62%,1.63,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,1108,🟢 已滿足進場條件
1303,南亞,2026-07-17 03:34:09,True,199.0,105812 張,+4181(5%)/-5293(3%)/-5501(3%)/-1226(1%)/-38977(35%),-46816(7%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,8,87.5%,4.04%,17.01%,-5.83%,6.6,站上60T進場,布林通道觸頂出場,1303,🟢 已滿足進場條件
1409,新纖,2026-07-17 03:34:10,True,24.55,13899 張,-8575(24%)/-4736(12%)/-7675(34%)/-905(5%)/-3448(24%),-25339(19%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,3,100.0%,21.05%,32.59%,4.55%,14.67,站上60T進場,乖離率大於15%停利出場,1409,🟢 已滿足進場條件
1438,三地開發,2026-07-17 03:34:10,True,20.95,21 張,-10(31%)/+19(29%)/+11(20%)/+1(3%)/-8(35%),+13(6%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] MACD柱狀體翻綠出場,3,100.0%,3.42%,7.19%,1.06%,3.3,站上5T進場,MACD柱狀體翻綠出場,1438,🟢 已滿足進場條件
1435,中福,2026-07-17 03:34:10,True,22.95,5 張,-3(12%)/0(0%)/-1(10%)/-2(29%)/0(0%),-6(10%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,11,81.8%,5.23%,16.13%,-8.13%,7.69,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,1435,🟢 已滿足進場條件
1449,佳和,2026-07-17 03:34:11,True,13.1,374 張,-59(6%)/-8(1%)/+28(8%)/-41(19%)/-110(29%),-190(7%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,7,85.7%,2.85%,5.53%,0.0%,1.94,站上60T進場,碰觸20T(布林中線)以上出場,1449,🟢 已滿足進場條件
1446,宏和,2026-07-17 03:34:11,True,14.1,171 張,-153(27%)/+64(16%)/-167(49%)/-70(38%)/-70(35%),-396(23%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,75.0%,2.16%,5.69%,-2.34%,3.37,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1446,🟢 已滿足進場條件
1519,華城,2026-07-17 03:34:13,True,659.0,1302 張,+17(1%)/+139(4%)/+266(15%)/-210(22%)/-409(30%),-197(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,4,100.0%,47.82%,139.77%,1.37%,62.31,站上60T進場,乖離率大於15%停利出場,1519,🟢 已滿足進場條件
1528,恩德,2026-07-17 03:34:13,True,20.4,962 張,+70(5%)/+304(16%)/+101(11%)/+20(2%)/-249(25%),+246(4%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 乖離率大於15%停利出場,8,87.5%,10.98%,32.17%,-18.51%,14.54,直接進場,乖離率大於15%停利出場,1528,🟢 已滿足進場條件
1536,和大,2026-07-17 03:34:13,True,50.1,1533 張,+664(5%)/-246(4%)/-562(14%)/-359(18%)/-488(31%),-991(4%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] MACD柱狀體翻綠出場,3,100.0%,1.07%,2.5%,0.31%,1.24,站上5T進場,MACD柱狀體翻綠出場,1536,🟢 已滿足進場條件
