股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1447,力鵬,2026-08-17 07:14:31,True,6.77,745 張,-501(33%)/+662(34%)/-198(10%)/+37(3%)/-535(35%),-535(7%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,11,81.8%,2.01%,9.18%,-5.85%,3.69,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1447,🟢 已滿足進場條件
1477,聚陽,2026-08-17 07:14:32,True,204.0,2858 張,-1065(69%)/-928(37%)/-1618(70%)/-1990(81%)/-1155(24%),-6756(50%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,32,81.2%,0.3%,7.06%,-29.27%,6.45,碰觸BBAND下緣進場,站上60T出場,1477,🟢 已滿足進場條件
1533,車王電,2026-08-17 07:14:33,True,31.45,106 張,-53(31%)/+30(13%)/+27(26%)/-48(45%)/-34(27%),-78(10%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,8,87.5%,1.14%,2.02%,-0.66%,0.81,站上60T進場,碰觸20T(布林中線)以上出場,1533,🟢 已滿足進場條件
1617,榮星,2026-08-17 07:14:34,True,18.25,325 張,-68(10%)/+283(49%)/+127(13%)/+177(27%)/-200(35%),+319(9%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,7,71.4%,0.59%,7.59%,-10.99%,6.33,站上60T進場,碰觸20T(布林中線)以上出場,1617,🟢 已滿足進場條件
1713,國化,2026-08-17 07:14:34,True,44.4,322 張,+50(23%)/+114(33%)/-21(4%)/-80(52%)/-142(33%),-79(5%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,7,71.4%,0.2%,0.6%,-0.35%,0.32,站上60T進場,站上60T出場,1713,🟢 已滿足進場條件
2002,中鋼,2026-08-17 07:14:36,True,18.85,15865 張,+29378(35%)/+17669(40%)/-26389(51%)/-19264(50%)/-9020(35%),-7626(3%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] 布林通道觸頂出場,4,75.0%,0.85%,2.72%,-1.66%,1.9,站上5T進場,布林通道觸頂出場,2002,🟢 已滿足進場條件
2006,東和鋼鐵,2026-08-17 07:14:36,True,80.0,792 張,+146(4%)/+66(2%)/+278(11%)/-408(12%)/-420(35%),-338(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,100.0%,1.16%,1.72%,0.71%,0.47,站上60T進場,碰觸20T(布林中線)以上出場,2006,🟢 已滿足進場條件
2233,宇隆,2026-08-17 07:14:38,True,196.0,335 張,+4(1%)/+212(28%)/+100(13%)/-154(25%)/-170(27%),-8(0%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,5,80.0%,24.9%,47.19%,-8.28%,22.08,碰觸BBAND下緣進場,乖離率大於15%停利出場,2233,🟢 已滿足進場條件
2332,友訊,2026-08-17 07:14:38,True,22.0,12382 張,-11050(29%)/-3729(18%)/+6063(17%)/+1712(6%)/-6746(30%),-13750(9%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,3,100.0%,30.14%,36.65%,21.15%,8.04,站上60T進場,乖離率大於15%停利出場,2332,🟢 已滿足進場條件
2363,矽統,2026-08-17 07:14:39,True,53.1,1258 張,+3750(41%)/-2149(29%)/-1383(25%)/+25(1%)/-633(29%),-390(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,11,72.7%,1.35%,5.58%,-1.2%,2.09,站上60T進場,碰觸20T(布林中線)以上出場,2363,🟢 已滿足進場條件
