股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1101,台泥,2026-06-29 14:52:21,True,24.15,15384 張,-15096(44%)/-739(3%)/+12882(35%)/-7705(22%)/-14755(58%),-25413(16%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,5,80.0%,1.38%,3.06%,-1.21%,1.58,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1101,🟢 已滿足進場條件
1225,福懋油,2026-06-29 14:52:21,True,29.15,103 張,+18(7%)/+26(17%)/-7(30%)/-68(29%)/+83(30%),+52(5%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,3.1%,6.17%,1.56%,2.66,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1225,🟢 已滿足進場條件
1234,黑松,2026-06-29 14:52:21,True,33.4,152 張,+82(56%)/+191(64%)/+69(30%)/-28(5%)/-11(5%),+303(21%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,26,76.9%,0.09%,2.11%,-4.49%,1.48,直接進場,站上60T出場,1234,🟢 已滿足進場條件
1325,恆大,2026-06-29 14:52:23,True,24.05,194 張,+23(8%)/-29(14%)/-75(36%)/-55(10%)/+87(20%),-49(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,31,74.2%,0.26%,12.16%,-19.01%,8.33,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,1325,🟢 已滿足進場條件
1341,富林-KY,2026-06-29 14:52:23,True,57.0,3 張,+4(16%)/+2(15%)/-1(7%)/-2(29%)/+1(25%),+4(6%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 碰觸20T(布林中線)以上出場,14,92.9%,1.05%,3.79%,-4.71%,1.89,直接進場,碰觸20T(布林中線)以上出場,1341,🟢 已滿足進場條件
1471,首利,2026-06-29 14:52:25,True,10.5,640 張,+103(15%)/+233(17%)/-14(3%)/-159(18%)/-125(16%),+38(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,4,75.0%,3.31%,29.09%,-36.39%,28.66,碰觸BBAND下緣進場,乖離率大於15%停利出場,1471,🟢 已滿足進場條件
1533,車王電,2026-06-29 14:52:26,True,35.25,123 張,-18(5%)/-7(5%)/-2(1%)/-4(2%)/-19(13%),-50(5%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,8,87.5%,1.14%,2.02%,-0.66%,0.81,站上60T進場,碰觸20T(布林中線)以上出場,1533,🟢 已滿足進場條件
1582,信錦,2026-06-29 14:52:26,True,82.4,821 張,-189(8%)/+62(4%)/-733(43%)/-239(10%)/+76(6%),-1023(11%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,1.43%,3.57%,0.17%,1.86,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,1582,🟢 已滿足進場條件
1808,潤隆,2026-06-29 14:52:28,True,29.9,889 張,-35(4%)/+90(5%)/-72(7%)/-79(8%)/-443(42%),-539(9%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,6,83.3%,0.11%,2.48%,-7.08%,3.58,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1808,🟢 已滿足進場條件
2010,春源,2026-06-29 14:52:28,True,23.75,1991 張,-1406(54%)/-21(1%)/+371(18%)/-2418(71%)/-1737(64%),-5211(41%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,9,77.8%,0.19%,5.34%,-8.08%,4.02,站上60T進場,布林通道觸頂出場,2010,🟢 已滿足進場條件
