股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1521,大億,2026-08-11 06:02:21,True,25.0,22 張,+15(50%)/-3(9%)/+2(24%)/+4(44%)/-8(35%),+10(10%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,29,75.9%,0.49%,4.47%,-12.65%,3.27,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,1521,🟢 已滿足進場條件
2015,豐興,2026-08-11 06:02:24,True,64.4,257 張,-81(22%)/+171(45%)/+132(63%)/+33(20%)/-57(19%),+198(14%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,34,70.6%,0.52%,5.33%,-17.79%,4.12,直接進場,布林通道觸頂出場,2015,🟢 已滿足進場條件
2072,世紀風電,2026-08-11 06:02:24,True,152.5,151 張,-130(24%)/-536(42%)/+156(27%)/+70(21%)/-58(21%),-498(17%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 碰觸20T(布林中線)以上出場,8,75.0%,1.29%,4.57%,-4.78%,3.05,直接進場,碰觸20T(布林中線)以上出場,2072,🟢 已滿足進場條件
2412,中華電,2026-08-11 06:02:27,True,136.0,5073 張,+1242(11%)/-425(5%)/+1750(26%)/-2502(26%)/-2813(35%),-2748(6%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,26,80.8%,0.76%,6.14%,-5.9%,1.93,直接進場,布林通道觸頂出場,2412,🟢 已滿足進場條件
2414,精技,2026-08-11 06:02:27,True,51.6,1328 張,+92(24%)/-425(16%)/-96(16%)/+258(51%)/-410(21%),-581(10%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,80.0%,0.61%,1.76%,-0.69%,0.88,站上60T進場,碰觸20T(布林中線)以上出場,2414,🟢 已滿足進場條件
2540,愛山林,2026-08-11 06:02:30,True,44.0,802 張,-46(3%)/-1086(47%)/-339(21%)/-2418(53%)/-262(15%),-4151(34%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,36,72.2%,0.2%,4.02%,-10.3%,3.6,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,2540,🟢 已滿足進場條件
2886,兆豐金,2026-08-11 06:02:33,True,49.55,19220 張,-3914(13%)/-7683(25%)/-5821(26%)/-8512(37%)/-10528(33%),-36458(26%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,27,85.2%,0.99%,5.68%,-2.79%,1.57,直接進場,站上60T出場,2886,🟢 已滿足進場條件
2892,第一金,2026-08-11 06:02:33,True,32.65,44639 張,-6083(13%)/-14474(29%)/-11670(36%)/-15900(31%)/-24373(29%),-72500(27%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,25,84.0%,0.95%,2.86%,-0.85%,0.88,碰觸BBAND下緣進場,站上60T出場,2892,🟢 已滿足進場條件
2820,華票,2026-08-11 06:02:32,True,16.2,2473 張,-374(30%)/-145(13%)/+381(27%)/-1248(65%)/-1129(35%),-2515(28%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,11,72.7%,0.86%,3.61%,-0.98%,1.24,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,2820,🟢 已滿足進場條件
3032,偉訓,2026-08-11 06:02:35,True,78.7,182 張,+706(29%)/-35(2%)/-168(31%)/-215(48%)/-98(20%),+190(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,33,75.8%,0.2%,6.76%,-31.46%,6.75,碰觸BBAND下緣進場,站上60T出場,3032,🟢 已滿足進場條件
