股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1216,統一,2026-06-19 13:02:00,True,74.7,11764 張,+6320(46%)/-680(4%)/-341(4%)/-1819(17%)/-337(1%),+3143(4%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,44,77.3%,0.27%,2.58%,-7.17%,2.03,直接進場,站上60T出場,1216,🟢 已滿足進場條件
1457,宜進,2026-06-19 13:02:02,True,14.25,299 張,+73(28%)/+1(1%)/+46(37%)/-52(29%)/+55(15%),+123(11%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,32,78.1%,0.9%,5.76%,-5.43%,1.88,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,1457,🟢 已滿足進場條件
1423,利華,2026-06-19 13:02:02,True,39.65,146 張,+55(1%)/-60(8%)/-26(13%)/-9(2%)/+7(2%),-33(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,3,100.0%,1.16%,1.49%,0.52%,0.56,站上60T進場,碰觸20T(布林中線)以上出場,1423,🟢 已滿足進場條件
1598,岱宇,2026-06-19 13:02:04,True,20.15,185 張,+48(31%)/+162(56%)/+104(43%)/-18(5%)/-65(24%),+231(18%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,7,71.4%,1.57%,9.14%,-3.83%,4.23,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1598,🟢 已滿足進場條件
1712,興農,2026-06-19 13:02:04,True,39.3,740 張,-36(8%)/+56(6%)/-135(17%)/-228(48%)/+2(0%),-341(10%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,100.0%,1.09%,1.69%,0.54%,0.61,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1712,🟢 已滿足進場條件
2101,南港,2026-06-19 13:02:07,True,32.5,1707 張,+1101(38%)/+656(42%)/+371(23%)/-408(24%)/+20(1%),+1740(17%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,6,83.3%,1.04%,2.21%,-0.65%,0.97,站上60T進場,碰觸20T(布林中線)以上出場,2101,🟢 已滿足進場條件
2015,豐興,2026-06-19 13:02:06,True,61.4,393 張,+366(56%)/+324(57%)/+18(5%)/+18(5%)/-235(37%),+491(19%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,34,70.6%,0.57%,5.33%,-17.79%,4.12,直接進場,布林通道觸頂出場,2015,🟢 已滿足進場條件
2115,六暉-KY,2026-06-19 13:02:07,True,20.6,74 張,+29(18%)/-12(9%)/-24(8%)/+18(10%)/-22(12%),-11(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 布林通道觸頂出場,23,73.9%,0.76%,8.45%,-12.32%,3.93,碰觸BBAND下緣進場,布林通道觸頂出場,2115,🟢 已滿足進場條件
2399,映泰,2026-06-19 13:02:10,True,48.05,9935 張,+1763(34%)/+403(8%)/+4370(31%)/-1196(3%)/+215(1%),+5555(6%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,3,100.0%,16.98%,33.39%,5.66%,14.54,站上60T進場,乖離率大於15%停利出場,2399,🟢 已滿足進場條件
2450,神腦,2026-06-19 13:02:11,True,29.05,222 張,+66(20%)/-86(21%)/+467(92%)/-438(42%)/-64(22%),-55(2%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,25,80.0%,0.87%,5.32%,-3.93%,1.84,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,2450,🟢 已滿足進場條件
2506,太設,2026-06-19 13:02:12,True,8.92,105 張,+16(13%)/+39(33%)/+54(46%)/+10(17%)/+1(1%),+120(20%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,100.0%,5.08%,11.76%,0.1%,4.65,站上60T進場,碰觸20T(布林中線)以上出場,2506,🟢 已滿足進場條件
2535,達欣工,2026-06-19 13:02:13,True,94.0,509 張,+168(34%)/+333(43%)/+171(16%)/+63(11%)/-64(8%),+671(18%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,9,77.8%,1.33%,2.92%,-0.56%,1.17,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2535,🟢 已滿足進場條件
2612,中航,2026-06-19 13:02:13,True,53.7,417 張,+353(69%)/+9(3%)/-202(38%)/-118(28%)/-280(42%),-238(10%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,2.11%,2.37%,1.94%,0.23,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,2612,🟢 已滿足進場條件
