股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1216,統一,2026-08-28 11:18:57,True,75.5,8739 張,+4675(36%)/+10003(77%)/+2373(25%)/+2011(26%)/-2433(24%),+16629(31%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,41,73.2%,0.12%,2.58%,-7.17%,2.08,直接進場,站上60T出場,1216,🟢 已滿足進場條件
1463,強盛新,2026-08-28 11:19:00,True,17.4,12 張,+3(20%)/-4(33%)/+9(45%)/+5(11%)/-5(38%),+8(8%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,4,100.0%,0.71%,1.35%,0.24%,0.55,站上60T進場,碰觸20T(布林中線)以上出場,1463,🟢 已滿足進場條件
1907,永豐餘,2026-08-28 11:19:02,True,29.9,1239 張,+171(14%)/-109(13%)/-42(4%)/+165(25%)/-544(41%),-359(7%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,7,71.4%,0.87%,3.31%,-3.93%,3.05,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1907,🟢 已滿足進場條件
2105,正新,2026-08-28 11:19:04,True,30.55,7344 張,+270(10%)/+28(1%)/-1200(30%)/-1621(43%)/-5759(75%),-8282(41%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,1.19%,1.58%,0.78%,0.4,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2105,🟢 已滿足進場條件
2106,建大,2026-08-28 11:19:04,True,16.85,3507 張,-402(38%)/-810(53%)/-344(18%)/-796(47%)/-1508(41%),-3860(39%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,4,75.0%,0.38%,1.15%,0.0%,0.52,站上60T進場,站上60T出場,2106,🟢 已滿足進場條件
2028,威致,2026-08-28 11:19:03,True,15.75,79 張,+14(17%)/+20(29%)/+43(59%)/+21(18%)/-8(13%),+90(22%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,31,74.2%,0.41%,6.0%,-17.78%,4.4,碰觸BBAND下緣進場,站上60T出場,2028,🟢 已滿足進場條件
2362,藍天,2026-08-28 11:19:06,True,47.8,1018 張,+579(41%)/+27(4%)/+497(44%)/-234(26%)/-307(27%),+562(11%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,4,75.0%,15.25%,42.06%,-22.82%,27.49,碰觸BBAND下緣進場,乖離率大於15%停利出場,2362,🟢 已滿足進場條件
2395,研華,2026-08-28 11:19:06,True,668.0,1118 張,+237(16%)/+163(8%)/+368(16%)/-431(21%)/-116(9%),+221(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,7,100.0%,5.15%,9.9%,0.26%,4.05,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2395,🟢 已滿足進場條件
2439,美律,2026-08-28 11:19:08,True,78.4,809 張,+95(7%)/-210(23%)/-248(15%)/+520(12%)/-397(47%),-240(3%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,100.0%,1.21%,1.74%,0.47%,0.49,站上60T進場,碰觸20T(布林中線)以上出場,2439,🟢 已滿足進場條件
2442,新美齊,2026-08-28 11:19:08,True,19.35,2069 張,-1237(65%)/-160(21%)/+73(8%)/-355(34%)/-1631(76%),-3310(49%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 布林通道觸頂出場,30,73.3%,1.69%,18.04%,-19.97%,7.36,碰觸BBAND下緣進場,布林通道觸頂出場,2442,🟢 已滿足進場條件
