股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1325,恆大,2026-09-21 10:39:17,True,25.55,78 張,+13(11%)/+29(21%)/+103(75%)/+53(29%)/+39(31%),+237(34%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,44,70.5%,0.04%,12.16%,-18.37%,6.13,直接進場,布林通道觸頂出場,1325,🟢 已滿足進場條件
1454,台富,2026-09-21 10:39:18,True,12.45,11 張,-10(23%)/-1(3%)/+13(46%)/+5(42%)/+1(6%),+8(6%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,20,85.0%,2.74%,11.0%,-5.08%,3.23,碰觸BBAND下緣進場,站上60T出場,1454,🟢 已滿足進場條件
1504,東元,2026-09-21 10:39:19,True,69.1,3617 張,-1061(30%)/+1005(20%)/-136(3%)/-3612(44%)/-1318(28%),-5122(20%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,3,100.0%,30.31%,45.06%,21.19%,12.89,碰觸BBAND下緣進場,乖離率大於15%停利出場,1504,🟢 已滿足進場條件
1730,花仙子,2026-09-21 10:39:21,True,51.3,17 張,-10(43%)/-6(38%)/-2(20%)/+2(25%)/0(0%),-16(21%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,23,82.6%,0.73%,4.13%,-2.05%,1.15,直接進場,站上60T出場,1730,🟢 已滿足進場條件
2102,泰豐,2026-09-21 10:39:23,True,17.05,478 張,+54(45%)/+26(17%)/+172(81%)/-4043(56%)/-240(18%),-4031(45%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,2.79%,4.19%,1.57%,1.32,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,2102,🟢 已滿足進場條件
2228,劍麟,2026-09-21 10:39:23,True,74.1,239 張,+15(21%)/-5(8%)/+47(66%)/-316(26%)/+105(26%),-154(8%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,75.0%,2.85%,5.94%,-1.31%,3.39,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2228,🟢 已滿足進場條件
2338,光罩,2026-09-21 10:39:25,True,48.6,8735 張,-1562(5%)/-266(1%)/-355(1%)/-1206(5%)/-1109(9%),-4498(3%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,16,75.0%,1.71%,12.94%,-9.15%,5.45,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2338,🟢 已滿足進場條件
2634,漢翔,2026-09-21 10:39:30,True,63.8,4848 張,-165(2%)/+4436(44%)/-1011(15%)/+730(16%)/-1149(18%),+2841(8%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,80.0%,1.05%,6.33%,-6.16%,4.56,站上60T進場,碰觸20T(布林中線)以上出場,2634,🟢 已滿足進場條件
3593,力銘,2026-09-21 10:39:34,True,9.07,27 張,+5(38%)/-1(5%)/+4(27%)/-2(10%)/-1(3%),+5(5%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,18,88.9%,4.75%,16.98%,-36.0%,11.43,碰觸BBAND下緣進場,站上60T出場,3593,🟢 已滿足進場條件
5007,三星,2026-09-21 10:39:38,True,55.4,13 張,-11(50%)/-4(12%)/+9(47%)/+22(88%)/-2(11%),+14(12%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,16,87.5%,1.25%,4.93%,-1.52%,1.5,直接進場,布林通道觸頂出場,5007,🟢 已滿足進場條件
6272,驊陞,2026-09-21 10:39:40,True,26.35,227 張,+11(5%)/+137(27%)/-93(21%)/+46(11%)/+19(7%),+120(6%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,13,76.9%,0.13%,9.29%,-16.72%,7.24,直接進場,站上60T出場,6272,🟢 已滿足進場條件
6592,和潤企業,2026-09-21 10:39:42,True,58.7,265 張,-25(17%)/-135(32%)/-18(12%)/-556(62%)/-177(42%),-911(45%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,35,71.4%,0.48%,7.42%,-11.94%,3.78,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,6592,🟢 已滿足進場條件
6831,邁科,2026-09-21 10:39:43,True,514.0,664 張,-44(9%)/+2(1%)/-4(1%)/-4(0%)/-366(43%),-416(11%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,8,75.0%,4.55%,18.16%,-19.47%,12.26,直接進場,布林通道觸頂出場,6831,🟢 已滿足進場條件
