股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1225,福懋油,2026-06-23 11:46:21,True,30.3,206 張,+27(6%)/-199(11%)/-149(56%)/-74(42%)/+18(7%),-377(13%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,3.1%,6.17%,1.56%,2.66,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1225,🟢 已滿足進場條件
1307,三芳,2026-06-23 11:46:22,True,35.2,743 張,+380(17%)/-409(26%)/+253(29%)/+221(19%)/-269(16%),+176(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,8,87.5%,3.66%,11.48%,-4.36%,4.67,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1307,🟢 已滿足進場條件
1319,東陽,2026-06-23 11:46:22,True,79.7,8034 張,-1000(25%)/-950(25%)/-2318(23%)/-4782(24%)/+274(2%),-8776(16%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,6,100.0%,3.67%,6.51%,1.77%,1.71,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1319,🟢 已滿足進場條件
1326,台化,2026-06-23 11:46:23,True,53.3,17879 張,+12882(32%)/+7684(23%)/+2621(8%)/+10950(33%)/-12436(24%),+21701(11%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,0.69%,1.22%,0.1%,0.56,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,1326,🟢 已滿足進場條件
1522,堤維西,2026-06-23 11:46:27,True,30.5,720 張,+14(2%)/+189(32%)/-100(7%)/-508(42%)/-327(30%),-732(15%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,44,79.5%,1.13%,14.88%,-22.78%,6.28,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,1522,🟢 已滿足進場條件
1530,亞崴,2026-06-23 11:46:27,True,28.85,122 張,+4(6%)/-1(1%)/+4(3%)/+57(23%)/+41(18%),+105(14%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,100.0%,1.62%,1.85%,1.38%,0.2,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1530,🟢 已滿足進場條件
1537,廣隆,2026-06-23 11:46:27,True,125.5,109 張,+21(36%)/+17(34%)/-5(8%)/+13(20%)/-11(8%),+35(9%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,29,89.7%,1.21%,9.77%,-0.75%,1.82,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,1537,🟢 已滿足進場條件
1524,耿鼎,2026-06-23 11:46:27,True,29.0,554 張,-50(7%)/-59(10%)/-52(6%)/-151(17%)/-288(30%),-600(15%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,9,77.8%,1.0%,4.75%,-5.08%,2.73,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1524,🟢 已滿足進場條件
1605,華新,2026-06-23 11:46:29,True,37.85,40789 張,-13323(27%)/-9255(25%)/-12105(20%)/+36652(40%)/-23212(32%),-21243(7%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,100.0%,1.87%,5.03%,0.19%,2.17,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,1605,🟢 已滿足進場條件
1603,華電,2026-06-23 11:46:28,True,31.15,157 張,-27(9%)/-78(44%)/-57(18%)/+13(3%)/+28(8%),-121(8%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,8,75.0%,0.51%,5.64%,-9.53%,5.64,站上60T進場,布林通道觸頂出場,1603,🟢 已滿足進場條件
