股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1104,環泥,2026-06-24 11:23:21,True,26.8,1875 張,-56(11%)/-379(24%)/-1828(69%)/-340(13%)/-905(31%),-3508(34%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] MACD柱狀體翻綠出場,4,75.0%,0.49%,1.22%,-0.3%,0.64,站上5T進場,MACD柱狀體翻綠出場,1104,🟢 已滿足進場條件
1416,廣豐,2026-06-24 11:23:22,True,10.85,101 張,-8(3%)/+42(10%)/-73(9%)/-61(22%)/-41(26%),-141(7%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,26,84.6%,1.38%,6.31%,-1.9%,1.83,碰觸BBAND下緣進場,站上60T出場,1416,🟢 已滿足進場條件
1432,大魯閣,2026-06-24 11:23:22,True,15.7,358 張,+51(12%)/-130(13%)/-12(1%)/+180(12%)/-69(14%),+20(0%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,23,73.9%,1.24%,13.81%,-12.7%,4.85,碰觸BBAND下緣進場,站上60T出場,1432,🟢 已滿足進場條件
1598,岱宇,2026-06-24 11:23:25,True,19.45,171 張,-18(5%)/-65(24%)/-73(22%)/-75(45%)/-46(21%),-277(21%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,7,71.4%,1.57%,9.14%,-3.83%,4.23,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1598,🟢 已滿足進場條件
1725,元禎,2026-06-24 11:23:26,True,36.05,236 張,-3(2%)/+140(19%)/-15(6%)/+4(0%)/+50(9%),+176(4%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,6,83.3%,16.07%,31.47%,-17.75%,18.85,站上60T進場,乖離率大於15%停利出場,1725,🟢 已滿足進場條件
2233,宇隆,2026-06-24 11:23:28,True,256.0,125 張,-59(7%)/-31(5%)/-142(12%)/-617(31%)/-22(2%),-871(14%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,4,100.0%,43.63%,88.94%,16.27%,31.89,碰觸BBAND下緣進場,乖離率大於15%停利出場,2233,🟢 已滿足進場條件
2330,台積電,2026-06-24 11:23:29,True,2410.0,29263 張,-6299(25%)/+284(1%)/+15305(39%)/-1369(4%)/-36687(56%),-28766(14%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 碰觸20T(布林中線)以上出場,52,78.8%,1.0%,4.97%,-7.55%,1.99,直接進場,碰觸20T(布林中線)以上出場,2330,🟢 已滿足進場條件
2379,瑞昱,2026-06-24 11:23:30,True,809.0,3161 張,+997(18%)/+1576(24%)/+852(12%)/-1832(26%)/-1167(17%),+426(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,6,83.3%,1.61%,5.15%,-5.84%,3.87,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2379,🟢 已滿足進場條件
2491,吉祥全,2026-06-24 11:23:33,True,39.1,655 張,+24(2%)/-27(2%)/+22(2%)/-344(16%)/-202(16%),-527(8%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,21,76.2%,2.15%,11.76%,-12.47%,5.81,碰觸BBAND下緣進場,站上60T出場,2491,🟢 已滿足進場條件
2543,皇昌,2026-06-24 11:23:33,True,38.9,4069 張,+84(8%)/-145(5%)/+77(4%)/+160(10%)/+406(7%),+582(4%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,4,100.0%,32.55%,55.9%,14.14%,19.49,碰觸BBAND下緣進場,乖離率大於15%停利出場,2543,🟢 已滿足進場條件
