股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1402,遠東新,2026-07-23 03:40:47,True,27.0,8204 張,+13619(59%)/+3666(20%)/+12821(69%)/+1673(11%)/-2975(35%),+28804(34%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,38,78.9%,0.4%,8.05%,-11.5%,3.49,直接進場,站上60T出場,1402,🟢 已滿足進場條件
1409,新纖,2026-07-23 03:40:47,True,23.6,8701 張,-357(1%)/+2697(13%)/-3545(32%)/-1149(11%)/-2901(32%),-5255(7%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,3,100.0%,21.05%,32.59%,4.55%,14.67,站上60T進場,乖離率大於15%停利出場,1409,🟢 已滿足進場條件
1423,利華,2026-07-23 03:40:47,True,36.1,30 張,+2(4%)/-8(30%)/-1(3%)/-17(32%)/-11(34%),-35(18%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,11,72.7%,0.1%,6.48%,-10.78%,4.3,直接進場,站上60T出場,1423,🟢 已滿足進場條件
1414,東和,2026-07-23 03:40:47,True,17.65,53 張,+32(8%)/+95(34%)/-16(12%)/-72(35%)/-22(35%),+17(2%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,26,76.9%,0.19%,5.03%,-12.68%,4.33,碰觸BBAND下緣進場,站上60T出場,1414,🟢 已滿足進場條件
1455,集盛,2026-07-23 03:40:48,True,8.98,503 張,+139(8%)/-222(22%)/-15(3%)/-157(21%)/-190(35%),-445(10%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,5,80.0%,2.57%,11.98%,-4.67%,6.02,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1455,🟢 已滿足進場條件
1512,瑞利,2026-07-23 03:40:50,True,6.62,39 張,+5(12%)/+13(23%)/-4(22%)/+3(8%)/-12(29%),+5(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,17,88.2%,3.91%,10.73%,-5.44%,3.88,碰觸BBAND下緣進場,站上60T出場,1512,🟢 已滿足進場條件
1515,力山,2026-07-23 03:40:50,True,34.5,5313 張,-254(10%)/+361(14%)/-778(28%)/-1109(14%)/-1993(35%),-3773(17%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,5,100.0%,3.56%,11.85%,0.59%,4.7,站上60T進場,布林通道觸頂出場,1515,🟢 已滿足進場條件
1540,喬福,2026-07-23 03:40:51,True,21.7,123 張,-138(17%)/-15(6%)/+201(47%)/+28(17%)/-34(27%),+42(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,9,88.9%,5.81%,18.63%,-9.08%,8.13,站上60T進場,布林通道觸頂出場,1540,🟢 已滿足進場條件
1587,吉茂,2026-07-23 03:40:52,True,24.8,137 張,-3(0%)/+93(33%)/-9(6%)/-2(2%)/-42(30%),+37(3%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,8,87.5%,6.84%,12.97%,-0.65%,4.74,站上60T進場,布林通道觸頂出場,1587,🟢 已滿足進場條件
1614,三洋電,2026-07-23 03:40:53,True,30.95,9 張,+11(11%)/+39(46%)/+2(9%)/-21(50%)/-5(33%),+26(10%),[進] 60分K之KD且RSI<20 且 直接進場；[出] KD且RSI大於70且在BBAND中線以上出場,18,72.2%,0.22%,4.93%,-7.07%,3.31,直接進場,KD且RSI大於70且在BBAND中線以上出場,1614,🟢 已滿足進場條件
1616,億泰,2026-07-23 03:40:53,True,19.8,222 張,-80(7%)/+22(4%)/+208(40%)/-79(15%)/-78(35%),-7(0%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,3,100.0%,35.7%,37.8%,33.98%,1.94,站上60T進場,乖離率大於15%停利出場,1616,🟢 已滿足進場條件
1712,興農,2026-07-23 03:40:53,True,38.7,796 張,-4(1%)/+400(38%)/+618(54%)/-1447(57%)/-218(25%),-651(11%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,100.0%,1.09%,1.69%,0.54%,0.61,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1712,🟢 已滿足進場條件
1720,生達,2026-07-23 03:40:53,True,55.8,747 張,-52(16%)/+88(24%)/-11(3%)/-266(29%)/-243(29%),-484(17%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,6,100.0%,0.93%,2.13%,0.15%,0.71,站上60T進場,碰觸20T(布林中線)以上出場,1720,🟢 已滿足進場條件
2101,南港,2026-07-23 03:40:57,True,33.3,556 張,+947(32%)/+20(1%)/+130(13%)/-94(6%)/-164(29%),+839(11%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,6,83.3%,1.04%,2.21%,-0.65%,0.97,站上60T進場,碰觸20T(布林中線)以上出場,2101,🟢 已滿足進場條件
2105,正新,2026-07-23 03:40:57,True,31.3,2634 張,+10487(36%)/+2206(17%)/-3779(22%)/-3794(25%)/-414(14%),+4706(6%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,100.0%,2.03%,4.55%,0.78%,1.71,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2105,🟢 已滿足進場條件
2227,裕日車,2026-07-23 03:40:57,True,49.15,49 張,+30(35%)/+44(70%)/+5(23%)/-15(71%)/-10(18%),+54(22%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,3,100.0%,1.24%,1.52%,0.77%,0.41,站上60T進場,站上60T出場,2227,🟢 已滿足進場條件
2241,艾姆勒,2026-07-23 03:40:58,True,34.05,565 張,-135(11%)/-124(13%)/+4(0%)/-78(11%)/-173(30%),-506(12%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 乖離率大於15%停利出場,5,80.0%,15.24%,38.9%,-20.81%,24.48,直接進場,乖離率大於15%停利出場,2241,🟢 已滿足進場條件
2208,台船,2026-07-23 03:40:57,True,19.7,3529 張,+792(9%)/-863(11%)/+3277(24%)/-2869(26%)/-925(25%),-588(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 布林通道觸頂出場,28,71.4%,0.88%,10.25%,-9.89%,4.67,碰觸BBAND下緣進場,布林通道觸頂出場,2208,🟢 已滿足進場條件
2414,精技,2026-07-23 03:41:02,True,53.5,318 張,-41(9%)/+70(8%)/-220(48%)/-597(61%)/-80(22%),-868(28%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,80.0%,0.61%,1.76%,-0.69%,0.88,站上60T進場,碰觸20T(布林中線)以上出場,2414,🟢 已滿足進場條件
2427,三商電,2026-07-23 03:41:02,True,23.25,511 張,+197(13%)/+151(16%)/+46(7%)/-19(3%)/-160(31%),+215(5%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,8,87.5%,2.07%,6.52%,-1.97%,2.56,站上60T進場,碰觸20T(布林中線)以上出場,2427,🟢 已滿足進場條件
