股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1101,台泥,2026-08-27 09:37:57,True,24.15,24774 張,+1389(4%)/-1958(4%)/-3548(13%)/-14760(41%)/-12330(44%),-31207(18%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,5,80.0%,1.38%,3.06%,-1.21%,1.58,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1101,🟢 已滿足進場條件
1210,大成,2026-08-27 09:37:57,True,52.3,880 張,+471(32%)/-261(19%)/+153(21%)/-72(10%)/-294(32%),-3(0%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,29,72.4%,0.29%,2.94%,-6.46%,1.92,碰觸BBAND下緣進場,站上60T出場,1210,🟢 已滿足進場條件
1339,昭輝,2026-08-27 09:38:00,True,43.1,160 張,+10(18%)/+9(11%)/-5(6%)/+4(1%)/-114(31%),-96(10%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,6,83.3%,0.42%,1.63%,-0.54%,0.7,站上60T進場,站上60T出場,1339,🟢 已滿足進場條件
2027,大成鋼,2026-08-27 09:38:06,True,48.6,17316 張,+302(3%)/+2018(13%)/+226(3%)/+442(4%)/-2959(17%),+29(0%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,38,73.7%,0.88%,8.66%,-23.34%,5.26,直接進場,布林通道觸頂出場,2027,🟢 已滿足進場條件
2439,美律,2026-08-27 09:38:11,True,78.1,4232 張,-719(36%)/+95(7%)/-210(23%)/-248(15%)/+520(12%),-562(6%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,100.0%,1.21%,1.74%,0.47%,0.49,站上60T進場,碰觸20T(布林中線)以上出場,2439,🟢 已滿足進場條件
2605,新興,2026-08-27 09:38:14,True,34.45,8688 張,+1664(4%)/-478(2%)/-6371(13%)/-1174(5%)/-1966(20%),-8325(6%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,34,73.5%,0.77%,6.14%,-8.39%,3.29,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,2605,🟢 已滿足進場條件
2611,志信,2026-08-27 09:38:15,True,15.25,857 張,-23(0%)/-577(10%)/-95(2%)/+100(5%)/-3(0%),-598(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,3,100.0%,37.25%,42.57%,30.75%,5.99,碰觸BBAND下緣進場,乖離率大於15%停利出場,2611,🟢 已滿足進場條件
2727,王品,2026-08-27 09:38:16,True,232.5,160 張,+46(16%)/-8(3%)/+67(43%)/-94(41%)/-58(33%),-47(4%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,3.77%,6.19%,0.46%,2.97,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,2727,🟢 已滿足進場條件
2886,兆豐金,2026-08-27 09:38:17,True,46.15,15222 張,+19280(70%)/+9256(46%)/+13100(56%)/+5880(25%)/+6538(30%),+54054(46%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,26,84.6%,1.01%,5.68%,-2.79%,1.6,直接進場,站上60T出場,2886,🟢 已滿足進場條件
2912,統一超,2026-08-27 09:38:18,True,220.5,686 張,+2937(54%)/+142(6%)/+727(54%)/+81(14%)/+168(18%),+4055(38%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,100.0%,0.91%,1.14%,0.71%,0.2,站上60T進場,碰觸20T(布林中線)以上出場,2912,🟢 已滿足進場條件
3025,星通,2026-08-27 09:38:19,True,53.8,233 張,-70(40%)/-103(68%)/-90(54%)/-78(25%)/-90(35%),-431(40%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,3,100.0%,15.45%,26.11%,8.23%,9.42,碰觸BBAND下緣進場,乖離率大於15%停利出場,3025,🟢 已滿足進場條件
6176,瑞儀,2026-08-27 09:38:29,True,95.7,2570 張,0(0%)/-985(23%)/-791(25%)/-599(26%)/-744(27%),-3119(25%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,6,83.3%,1.58%,9.38%,-4.52%,4.53,站上60T進場,布林通道觸頂出場,6176,🟢 已滿足進場條件
6771,平和環保-創,2026-08-27 09:38:33,True,41.7,68 張,+1(2%)/-2(3%)/-21(31%)/0(0%)/-12(27%),-34(9%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,20,80.0%,1.12%,8.71%,-9.02%,3.42,碰觸BBAND下緣進場,站上60T出場,6771,🟢 已滿足進場條件
8112,至上,2026-08-27 09:38:37,True,92.2,5924 張,+164(2%)/+7759(43%)/-3096(29%)/-3185(39%)/-2140(34%),-498(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,3,100.0%,20.87%,33.12%,4.68%,14.63,碰觸BBAND下緣進場,乖離率大於15%停利出場,8112,🟢 已滿足進場條件
9904,寶成,2026-08-27 09:38:39,True,24.85,8754 張,-1058(7%)/-189(2%)/+2567(36%)/-2996(18%)/-7280(61%),-8956(15%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,100.0%,1.9%,3.23%,0.93%,0.99,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,9904,🟢 已滿足進場條件
9925,新保,2026-08-27 09:38:40,True,39.8,1038 張,-820(51%)/+58(9%)/-284(41%)/-262(47%)/-894(81%),-2202(47%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,10,90.0%,0.48%,1.12%,-1.33%,0.73,碰觸BBAND下緣進場,站上60T出場,9925,🟢 已滿足進場條件
9958,世紀鋼,2026-08-27 09:38:41,True,94.2,1362 張,-57(4%)/-1478(31%)/-680(29%)/-116(11%)/-790(39%),-3121(27%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,6,100.0%,6.4%,12.33%,1.32%,4.01,站上60T進場,布林通道觸頂出場,9958,🟢 已滿足進場條件
