股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1337,再生-KY,2026-09-09 04:36:01,True,4.5,160 張,-178(57%)/-79(39%)/-29(13%)/-72(24%)/-57(35%),-415(35%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,7,71.4%,0.07%,2.66%,-4.03%,2.04,站上60T進場,站上60T出場,1337,🟢 已滿足進場條件
1466,聚隆,2026-09-09 04:36:03,True,15.3,173 張,+10(3%)/-8(7%)/-111(34%)/-47(15%)/-31(18%),-187(15%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,8,75.0%,2.89%,25.95%,-19.36%,13.05,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1466,🟢 已滿足進場條件
1437,勤益控,2026-09-09 04:36:02,True,31.75,41 張,-1(2%)/0(0%)/+52(62%)/-12(18%)/-16(35%),+23(8%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 碰觸20T(布林中線)以上出場,32,71.9%,0.08%,3.16%,-4.31%,1.89,直接進場,碰觸20T(布林中線)以上出場,1437,🟢 已滿足進場條件
1521,大億,2026-09-09 04:36:04,True,25.0,54 張,-1(33%)/+6(35%)/+13(52%)/+5(23%)/-19(34%),+4(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,28,75.0%,0.38%,4.47%,-12.65%,3.27,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,1521,🟢 已滿足進場條件
2302,麗正,2026-09-09 04:36:09,True,41.9,763 張,+317(14%)/+472(16%)/-194(5%)/-884(41%)/-256(32%),-545(4%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,37,75.7%,1.61%,11.62%,-13.92%,4.62,碰觸BBAND下緣進場,站上60T出場,2302,🟢 已滿足進場條件
2313,華通,2026-09-09 04:36:09,True,228.0,13774 張,+795(3%)/+5301(10%)/-21015(38%)/-7784(20%)/-5239(35%),-27942(15%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,30,70.0%,0.55%,13.93%,-13.64%,5.63,碰觸BBAND下緣進場,站上60T出場,2313,🟢 已滿足進場條件
2342,茂矽,2026-09-09 04:36:10,True,38.75,797 張,+242(16%)/-96(6%)/-367(13%)/-711(37%)/-240(29%),-1172(13%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,5,80.0%,16.18%,33.22%,-18.9%,21.4,碰觸BBAND下緣進場,乖離率大於15%停利出場,2342,🟢 已滿足進場條件
2359,所羅門,2026-09-09 04:36:10,True,133.0,2646 張,-2280(27%)/+420(15%)/-115(5%)/-383(8%)/-689(25%),-3047(15%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,3,100.0%,37.68%,42.22%,32.44%,4.92,碰觸BBAND下緣進場,乖離率大於15%停利出場,2359,🟢 已滿足進場條件
2397,友通,2026-09-09 04:36:12,True,59.5,137 張,-181(55%)/-12(6%)/-94(43%)/-140(32%)/-21(15%),-448(34%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,38,76.3%,0.53%,13.0%,-18.77%,6.16,直接進場,布林通道觸頂出場,2397,🟢 已滿足進場條件
2399,映泰,2026-09-09 04:36:12,True,45.45,1231 張,-817(22%)/-240(2%)/-1455(20%)/-784(23%)/-409(32%),-3705(13%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,4,100.0%,13.36%,33.39%,2.49%,13.91,站上60T進場,乖離率大於15%停利出場,2399,🟢 已滿足進場條件
2402,毅嘉,2026-09-09 04:36:12,True,54.3,751 張,-585(25%)/-239(17%)/-414(33%)/-535(35%)/-218(26%),-1991(27%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,41,73.2%,0.82%,9.62%,-7.84%,3.68,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,2402,🟢 已滿足進場條件
