股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1216,統一,2026-09-11 09:37:27,True,74.8,4846 張,-928(15%)/+6107(49%)/-472(6%)/+638(7%)/-1407(18%),+3938(9%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,41,73.2%,0.1%,2.58%,-7.17%,2.1,直接進場,站上60T出場,1216,🟢 已滿足進場條件
1229,聯華,2026-09-11 09:37:27,True,40.7,1709 張,+283(22%)/+517(39%)/+1114(71%)/+297(32%)/-1020(38%),+1191(15%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,6,83.3%,1.08%,4.8%,-4.06%,2.93,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1229,🟢 已滿足進場條件
1443,立益物流,2026-09-11 09:37:29,True,23.5,10 張,+5(50%)/+4(60%)/+4(44%)/+1(7%)/-4(16%),+10(15%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,17,94.1%,2.9%,9.16%,-0.39%,2.35,碰觸BBAND下緣進場,站上60T出場,1443,🟢 已滿足進場條件
1447,力鵬,2026-09-11 09:37:30,True,6.49,801 張,+112(9%)/+172(21%)/+334(36%)/+5(1%)/-599(51%),+24(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,11,81.8%,2.01%,9.18%,-5.85%,3.69,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1447,🟢 已滿足進場條件
1466,聚隆,2026-09-11 09:37:30,True,14.7,187 張,-111(34%)/-47(15%)/-22(7%)/-8(3%)/+3(1%),-185(13%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,8,75.0%,2.84%,25.95%,-19.36%,13.05,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1466,🟢 已滿足進場條件
1524,耿鼎,2026-09-11 09:37:32,True,26.0,132 張,+43(17%)/-7(4%)/+175(43%)/-29(8%)/+92(45%),+274(20%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,42,78.6%,1.11%,10.57%,-12.24%,4.47,碰觸BBAND下緣進場,站上60T出場,1524,🟢 已滿足進場條件
1522,堤維西,2026-09-11 09:37:32,True,25.6,345 張,-123(23%)/+35(15%)/-80(23%)/-327(55%)/-304(40%),-799(32%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 布林通道觸頂出場,34,79.4%,1.62%,12.27%,-31.14%,8.17,碰觸BBAND下緣進場,布林通道觸頂出場,1522,🟢 已滿足進場條件
1702,南僑,2026-09-11 09:37:34,True,32.2,116 張,+39(41%)/+84(61%)/+48(59%)/+49(53%)/-22(13%),+198(35%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] 布林通道觸頂出場,4,75.0%,0.72%,5.05%,-3.84%,3.65,站上5T進場,布林通道觸頂出場,1702,🟢 已滿足進場條件
1708,東鹼,2026-09-11 09:37:34,True,48.5,928 張,-1201(51%)/+507(30%)/+605(44%)/-400(23%)/+55(4%),-434(5%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,35,85.7%,0.51%,12.29%,-17.44%,5.19,碰觸BBAND下緣進場,站上60T出場,1708,🟢 已滿足進場條件
1714,和桐,2026-09-11 09:37:34,True,15.4,13704 張,-2617(33%)/-544(11%)/+1606(21%)/-1205(22%)/-6229(32%),-8989(20%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,8,75.0%,4.22%,26.44%,-1.17%,9.07,站上60T進場,布林通道觸頂出場,1714,🟢 已滿足進場條件
