股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1233,天仁,2026-08-12 04:58:28,True,27.75,6 張,-10(38%)/-1(6%)/+2(3%)/-2(8%)/-3(33%),-14(10%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,13,76.9%,0.67%,3.23%,-3.22%,1.55,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,1233,🟢 已滿足進場條件
1445,大宇,2026-08-12 04:58:30,True,10.2,28 張,-48(54%)/+21(25%)/+9(17%)/+12(7%)/-8(17%),-14(3%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 碰觸20T(布林中線)以上出場,37,70.3%,0.01%,4.57%,-11.73%,3.66,直接進場,碰觸20T(布林中線)以上出場,1445,🟢 已滿足進場條件
1476,儒鴻,2026-08-12 04:58:30,True,326.0,1326 張,+446(22%)/-958(32%)/-636(49%)/-470(29%)/-306(23%),-1924(21%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,7,85.7%,0.58%,2.57%,-7.23%,3.51,站上60T進場,布林通道觸頂出場,1476,🟢 已滿足進場條件
1762,中化生,2026-08-12 04:58:33,True,35.25,300 張,+13(13%)/+170(24%)/-85(12%)/+38(17%)/-64(35%),+72(4%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,9,77.8%,1.72%,11.4%,-14.17%,6.81,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1762,🟢 已滿足進場條件
2015,豐興,2026-08-12 04:58:34,True,63.6,217 張,+171(45%)/+132(63%)/+33(20%)/-174(58%)/-65(30%),+97(8%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,34,70.6%,0.53%,5.33%,-17.79%,4.12,直接進場,布林通道觸頂出場,2015,🟢 已滿足進場條件
2248,華勝-KY,2026-08-12 04:58:36,True,56.8,93 張,+5(13%)/+3(9%)/+8(6%)/-59(21%)/-10(10%),-53(9%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,12,83.3%,3.0%,5.84%,-0.84%,2.07,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,2248,🟢 已滿足進場條件
2388,威盛,2026-08-12 04:58:38,True,77.2,3597 張,-425(5%)/+142(3%)/+699(14%)/-189(5%)/-955(26%),-728(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,44,81.8%,3.46%,14.22%,-20.62%,5.96,碰觸BBAND下緣進場,站上60T出場,2388,🟢 已滿足進場條件
2405,輔信,2026-08-12 04:58:38,True,15.9,963 張,+59(6%)/+274(35%)/-110(11%)/-109(10%)/-217(21%),-103(2%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,36,75.0%,1.1%,7.92%,-25.12%,5.76,碰觸BBAND下緣進場,站上60T出場,2405,🟢 已滿足進場條件
2605,新興,2026-08-12 04:58:42,True,32.45,2349 張,-701(23%)/+1059(22%)/+1805(27%)/+1(0%)/-559(22%),+1605(8%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,35,74.3%,0.81%,6.14%,-8.39%,3.25,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,2605,🟢 已滿足進場條件
3018,隆銘綠能,2026-08-12 04:58:44,True,12.5,63 張,+31(54%)/-4(7%)/+3(3%)/-1(1%)/-21(29%),+8(2%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] MACD柱狀體翻綠出場,3,100.0%,0.89%,1.1%,0.56%,0.29,站上5T進場,MACD柱狀體翻綠出場,3018,🟢 已滿足進場條件
3717,聯嘉投控,2026-08-12 04:58:48,True,22.95,1120 張,+37(2%)/-373(4%)/-892(23%)/+529(24%)/0(0%),-699(4%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 跌破5T出場(停損/利),4,75.0%,0.19%,1.34%,-1.5%,1.23,站上60T進場,跌破5T出場(停損/利),3717,🟢 已滿足進場條件
