股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1307,三芳,2026-06-17 13:04:39,True,36.25,1138 張,+144(11%)/+1654(58%)/+133(7%)/+380(17%)/-409(25%),+1902(19%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,8,87.5%,3.66%,11.48%,-4.36%,4.67,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1307,🟢 已滿足進場條件
1524,耿鼎,2026-06-17 13:04:41,True,29.25,435 張,-101(12%)/-6(1%)/+147(19%)/-50(7%)/-59(10%),-69(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,9,77.8%,1.0%,4.75%,-5.08%,2.73,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1524,🟢 已滿足進場條件
1598,岱宇,2026-06-17 13:04:42,True,20.35,299 張,+25(10%)/+48(31%)/+162(56%)/+104(43%)/-18(5%),+321(25%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,7,71.4%,1.57%,9.14%,-3.83%,4.23,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1598,🟢 已滿足進場條件
1713,國化,2026-06-17 13:04:43,True,49.75,128 張,+4(4%)/+312(48%)/+70(18%)/+37(20%)/-23(15%),+400(27%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,8,75.0%,0.23%,0.6%,-0.35%,0.31,站上60T進場,站上60T出場,1713,🟢 已滿足進場條件
2015,豐興,2026-06-17 13:04:45,True,62.5,193 張,+84(25%)/+366(56%)/+324(57%)/+18(5%)/+18(5%),+810(36%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,34,70.6%,0.57%,5.33%,-17.79%,4.12,直接進場,布林通道觸頂出場,2015,🟢 已滿足進場條件
2017,官田鋼,2026-06-17 13:04:45,True,9.29,304 張,-146(32%)/+273(21%)/-30(4%)/-77(15%)/-66(15%),-46(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,5,80.0%,0.41%,1.0%,-0.34%,0.5,站上60T進場,站上60T出場,2017,🟢 已滿足進場條件
2105,正新,2026-06-17 13:04:46,True,29.8,61398 張,-239(1%)/-8847(57%)/-9005(38%)/-4276(20%)/+1702(2%),-20665(12%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,5,100.0%,1.94%,4.55%,0.78%,1.5,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2105,🟢 已滿足進場條件
2103,台橡,2026-06-17 13:04:46,True,21.1,3863 張,+918(12%)/+2001(25%)/+978(15%)/+277(6%)/+97(1%),+4271(13%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,35,77.1%,0.08%,7.16%,-14.38%,3.81,碰觸BBAND下緣進場,站上60T出場,2103,🟢 已滿足進場條件
2308,台達電,2026-06-17 13:04:48,True,2160.0,7761 張,-182(1%)/-175(2%)/-1904(22%)/+1773(20%)/-3356(29%),-3844(7%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 站上60T出場,32,81.2%,1.66%,12.25%,-14.21%,4.69,碰觸BBAND下緣進場,站上60T出場,2308,🟢 已滿足進場條件
2115,六暉-KY,2026-06-17 13:04:46,True,20.85,120 張,+7(7%)/+29(18%)/-12(9%)/-24(8%)/-23(13%),-23(3%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 布林通道觸頂出場,23,73.9%,0.76%,8.45%,-12.32%,3.93,碰觸BBAND下緣進場,布林通道觸頂出場,2115,🟢 已滿足進場條件
