股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1325,恆大,2026-06-16 18:22:14,True,26.05,194 張,+8(4%)/-66(23%)/+179(53%)/+73(34%)/-96(41%),+98(8%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,31,71.0%,0.11%,12.16%,-19.01%,8.35,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,1325,🟢 已滿足進場條件
1449,佳和,2026-06-16 18:22:16,True,13.8,840 張,+767(4%)/-404(14%)/-427(15%)/-29(2%)/-16(1%),-109(0%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,6,100.0%,3.33%,5.53%,1.4%,1.63,站上60T進場,碰觸20T(布林中線)以上出場,1449,🟢 已滿足進場條件
1474,弘裕,2026-06-16 18:22:16,True,10.1,32 張,-12(18%)/+6(9%)/-3(6%)/+5(17%)/-7(13%),-11(4%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,5,80.0%,0.75%,3.31%,-2.01%,1.91,站上60T進場,布林通道觸頂出場,1474,🟢 已滿足進場條件
1524,耿鼎,2026-06-16 18:22:17,True,29.55,480 張,+46(5%)/-101(12%)/-6(1%)/+147(19%)/-50(7%),+36(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,9,77.8%,1.0%,4.75%,-5.08%,2.73,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1524,🟢 已滿足進場條件
1709,和益,2026-06-16 18:22:19,True,20.75,666 張,+1730(35%)/-132(7%)/+860(51%)/+58(4%)/+132(9%),+2648(23%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] MACD柱狀體翻綠出場,4,75.0%,0.52%,0.96%,0.0%,0.48,站上5T進場,MACD柱狀體翻綠出場,1709,🟢 已滿足進場條件
1713,國化,2026-06-16 18:22:19,True,50.2,100 張,-52(37%)/+4(4%)/+312(48%)/+70(18%)/+37(20%),+371(25%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,7,71.4%,0.24%,0.6%,-0.35%,0.33,站上60T進場,站上60T出場,1713,🟢 已滿足進場條件
1810,和成,2026-06-16 18:22:20,True,19.9,1543 張,+1022(17%)/+26(1%)/+369(14%)/-179(6%)/+107(5%),+1345(8%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,6.74%,7.52%,5.31%,1.24,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,1810,🟢 已滿足進場條件
1795,美時,2026-06-16 18:22:20,True,191.0,1442 張,+501(21%)/-741(23%)/+643(39%)/-288(18%)/-474(25%),-359(3%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,80.0%,0.19%,2.34%,-5.14%,3.06,站上60T進場,碰觸20T(布林中線)以上出場,1795,🟢 已滿足進場條件
2032,新鋼,2026-06-16 18:22:22,True,17.25,553 張,+154(19%)/-71(11%)/+323(47%)/+248(36%)/-426(43%),+228(6%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 站上60T出場,50,70.0%,0.62%,8.57%,-26.13%,5.02,直接進場,站上60T出場,2032,🟢 已滿足進場條件
2069,運錩,2026-06-16 18:22:22,True,18.9,268 張,-36(8%)/-10(2%)/+313(57%)/+159(17%)/-352(65%),+74(3%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,7,85.7%,3.07%,6.94%,0.0%,2.51,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2069,🟢 已滿足進場條件
2323,中環,2026-06-16 18:22:24,True,10.85,9982 張,+1684(14%)/-1444(15%)/+4363(44%)/-393(3%)/-6420(41%),-2210(4%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,100.0%,2.83%,5.05%,0.62%,2.05,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,2323,🟢 已滿足進場條件
2355,敬鵬,2026-06-16 18:22:25,True,57.3,11346 張,-47(0%)/+5671(20%)/+7331(17%)/-5917(22%)/-1056(5%),+5982(4%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,10,80.0%,0.93%,3.83%,-6.59%,2.99,站上60T進場,碰觸20T(布林中線)以上出場,2355,🟢 已滿足進場條件
2359,所羅門,2026-06-16 18:22:25,True,132.5,1177 張,+235(2%)/-233(7%)/-269(12%)/+204(10%)/-188(9%),-251(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,3,100.0%,35.71%,38.37%,32.44%,3.01,碰觸BBAND下緣進場,乖離率大於15%停利出場,2359,🟢 已滿足進場條件
2367,燿華,2026-06-16 18:22:26,True,60.9,16489 張,+11238(18%)/-4717(9%)/+709(1%)/-2462(9%)/-2539(8%),+2229(1%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,3,100.0%,43.41%,53.16%,35.88%,8.85,碰觸BBAND下緣進場,乖離率大於15%停利出場,2367,🟢 已滿足進場條件
2387,精元,2026-06-16 18:22:27,True,39.35,562 張,-69(9%)/-8(2%)/+33(6%)/-207(41%)/-188(21%),-439(14%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,9,77.8%,1.1%,4.43%,-2.01%,1.9,站上60T進場,碰觸20T(布林中線)以上出場,2387,🟢 已滿足進場條件
2390,云辰,2026-06-16 18:22:27,True,11.85,740 張,+96(6%)/+107(6%)/-81(5%)/+343(23%)/+187(17%),+652(8%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,7,85.7%,2.22%,13.2%,-10.37%,6.87,站上60T進場,布林通道觸頂出場,2390,🟢 已滿足進場條件
2397,友通,2026-06-16 18:22:28,True,60.9,340 張,+204(18%)/+21(4%)/+85(24%)/+163(49%)/-71(14%),+402(14%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 布林通道觸頂出場,38,78.9%,0.59%,13.0%,-18.77%,6.26,直接進場,布林通道觸頂出場,2397,🟢 已滿足進場條件
2406,國碩,2026-06-16 18:22:29,True,35.3,13216 張,+1737(5%)/+4464(7%)/+15996(14%)/-10249(24%)/-5615(22%),+6333(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,11,81.8%,2.14%,9.39%,-10.11%,5.26,站上60T進場,碰觸20T(布林中線)以上出場,2406,🟢 已滿足進場條件
2404,漢唐,2026-06-16 18:22:29,True,1245.0,3433 張,+70(2%)/-229(5%)/+2303(42%)/+1020(19%)/-2724(45%),+440(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,7,100.0%,2.2%,5.39%,0.19%,1.86,站上60T進場,碰觸20T(布林中線)以上出場,2404,🟢 已滿足進場條件
2439,美律,2026-06-16 18:22:31,True,89.6,1242 張,+122(8%)/-446(26%)/-2022(36%)/-1097(36%)/-736(39%),-4179(30%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,100.0%,1.21%,1.74%,0.47%,0.49,站上60T進場,碰觸20T(布林中線)以上出場,2439,🟢 已滿足進場條件
2449,京元電子,2026-06-16 18:22:31,True,278.0,7677 張,-13870(47%)/+64(0%)/+3867(24%)/-7276(31%)/-335(2%),-17550(17%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 乖離率大於15%停利出場,3,100.0%,139.53%,376.38%,15.72%,205.2,直接進場,乖離率大於15%停利出場,2449,🟢 已滿足進場條件
2459,敦吉,2026-06-16 18:22:31,True,65.0,177 張,-44(17%)/-143(50%)/-67(21%)/-346(55%)/-75(20%),-675(36%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,6,100.0%,0.89%,2.09%,0.29%,0.67,站上60T進場,碰觸20T(布林中線)以上出場,2459,🟢 已滿足進場條件
2468,華經,2026-06-16 18:22:32,True,37.85,493 張,+41(1%)/-116(4%)/+70(4%)/+104(11%)/+40(5%),+139(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 乖離率大於15%停利出場,5,80.0%,12.04%,46.87%,-9.42%,21.38,站上60T進場,乖離率大於15%停利出場,2468,🟢 已滿足進場條件
2480,敦陽科,2026-06-16 18:22:33,True,146.5,410 張,+1(0%)/-113(21%)/-27(4%)/-363(31%)/-190(18%),-692(18%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,4,100.0%,1.05%,1.61%,0.7%,0.39,站上60T進場,碰觸20T(布林中線)以上出場,2480,🟢 已滿足進場條件
2485,兆赫,2026-06-16 18:22:33,True,60.5,7874 張,+97(1%)/+504(3%)/-1701(11%)/-728(6%)/-279(2%),-2107(3%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 乖離率大於15%停利出場,5,80.0%,12.14%,31.43%,-40.88%,30.0,直接進場,乖離率大於15%停利出場,2485,🟢 已滿足進場條件
2483,百容,2026-06-16 18:22:33,True,35.95,3580 張,+461(5%)/+475(8%)/+220(7%)/-835(5%)/+277(4%),+598(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,6,83.3%,1.31%,5.84%,-2.86%,2.98,站上60T進場,碰觸20T(布林中線)以上出場,2483,🟢 已滿足進場條件
2603,長榮,2026-06-16 18:22:36,True,220.0,17533 張,-3043(14%)/+1580(7%)/-1297(7%)/-4724(23%)/-2594(8%),-10078(9%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,37,78.4%,1.37%,9.6%,-6.05%,2.96,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,2603,🟢 已滿足進場條件
2606,裕民,2026-06-16 18:22:36,True,61.0,12910 張,-1653(32%)/-1121(19%)/+844(21%)/-5898(66%)/+3767(17%),-4061(9%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,25,72.0%,1.27%,10.05%,-24.44%,6.79,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,2606,🟢 已滿足進場條件
2636,台驊控股,2026-06-16 18:22:37,True,70.4,166 張,+267(57%)/+146(39%)/+351(56%)/+143(28%)/-14(5%),+893(39%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,6,83.3%,2.6%,9.0%,-5.82%,5.24,站上60T進場,布林通道觸頂出場,2636,🟢 已滿足進場條件
2850,新產,2026-06-16 18:22:39,True,138.0,2505 張,-99(22%)/-219(28%)/-297(40%)/-187(18%)/+1087(30%),+285(4%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,5,80.0%,0.93%,1.96%,-0.44%,0.98,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2850,🟢 已滿足進場條件
3005,神基,2026-06-16 18:22:40,True,102.0,2131 張,+151(3%)/+1005(23%)/+1678(25%)/-3592(69%)/-1975(39%),-2733(10%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,4,75.0%,0.2%,13.22%,-23.86%,16.57,站上60T進場,布林通道觸頂出場,3005,🟢 已滿足進場條件
3015,全漢,2026-06-16 18:22:41,True,57.0,954 張,+171(6%)/+485(25%)/-424(14%)/+217(11%)/-244(16%),+205(2%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] KD且RSI大於70且在BBAND中線以上出場,30,76.7%,0.92%,7.98%,-19.44%,4.55,碰觸BBAND下緣進場,KD且RSI大於70且在BBAND中線以上出場,3015,🟢 已滿足進場條件
