股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1101,台泥,2026-08-13 06:41:56,True,24.1,26073 張,+3299(18%)/+3663(25%)/+2833(14%)/+116(1%)/-11251(30%),-1340(1%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,5,80.0%,1.38%,3.06%,-1.21%,1.58,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1101,🟢 已滿足進場條件
1540,喬福,2026-08-13 06:41:59,True,19.2,329 張,+1(0%)/-111(60%)/-25(15%)/+33(19%)/-128(27%),-230(18%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,9,88.9%,5.81%,18.63%,-9.08%,8.13,站上60T進場,布林通道觸頂出場,1540,🟢 已滿足進場條件
1590,亞德客-KY,2026-08-13 06:42:00,True,1465.0,1015 張,-45(5%)/-348(26%)/-130(17%)/-7(1%)/-373(28%),-903(18%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,8,87.5%,0.63%,1.92%,0.0%,0.61,站上60T進場,站上60T出場,1590,🟢 已滿足進場條件
1723,中碳,2026-08-13 06:42:01,True,83.6,351 張,+173(42%)/+303(59%)/+38(9%)/-50(18%)/-115(27%),+349(17%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,4,75.0%,1.44%,3.96%,-2.01%,2.51,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1723,🟢 已滿足進場條件
1762,中化生,2026-08-13 06:42:01,True,34.75,150 張,+170(24%)/-85(12%)/+38(17%)/-37(15%)/+25(12%),+111(5%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,9,77.8%,1.72%,11.4%,-14.17%,6.81,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,1762,🟢 已滿足進場條件
2002,中鋼,2026-08-13 06:42:02,True,19.25,26425 張,+11868(41%)/+68707(60%)/+29378(35%)/+17669(40%)/-15406(30%),+112216(35%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] 布林通道觸頂出場,4,75.0%,0.85%,2.72%,-1.66%,1.9,站上5T進場,布林通道觸頂出場,2002,🟢 已滿足進場條件
2020,美亞,2026-08-13 06:42:03,True,21.0,207 張,+230(36%)/+43(10%)/-226(49%)/-84(41%)/-104(35%),-141(7%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,2.06%,2.62%,1.2%,0.75,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2020,🟢 已滿足進場條件
2034,允強,2026-08-13 06:42:03,True,20.05,699 張,+3012(64%)/+1321(48%)/+1143(52%)/+129(12%)/-213(21%),+5392(46%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,4,100.0%,2.26%,5.35%,0.79%,2.12,站上60T進場,碰觸20T(布林中線)以上出場,2034,🟢 已滿足進場條件
2106,建大,2026-08-13 06:42:04,True,17.6,1337 張,-118(13%)/+181(17%)/-179(11%)/-1494(64%)/-914(35%),-2524(29%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 站上60T出場,4,75.0%,0.38%,1.15%,0.0%,0.52,站上60T進場,站上60T出場,2106,🟢 已滿足進場條件
2105,正新,2026-08-13 06:42:04,True,30.6,12670 張,+1629(27%)/+186(4%)/+543(14%)/+1338(27%)/-4399(24%),-703(2%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] KD且RSI大於70且在BBAND中線以上出場,5,100.0%,1.94%,4.55%,0.78%,1.5,站上60T進場,KD且RSI大於70且在BBAND中線以上出場,2105,🟢 已滿足進場條件
