股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1540,喬福,2026-08-10 02:31:26,True,19.8,101 張,+54(34%)/+101(36%)/-33(26%)/+1(0%)/-38(35%),+85(9%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,9,88.9%,5.81%,18.63%,-9.08%,8.13,站上60T進場,布林通道觸頂出場,1540,🟢 已滿足進場條件
1614,三洋電,2026-08-10 02:31:26,True,30.75,55 張,-23(28%)/-2(9%)/-1(6%)/-8(17%)/0(0%),-34(14%),[進] 60分K之KD且RSI<20 且 直接進場；[出] KD且RSI大於70且在BBAND中線以上出場,18,72.2%,0.22%,4.93%,-7.07%,3.31,直接進場,KD且RSI大於70且在BBAND中線以上出場,1614,🟢 已滿足進場條件
2241,艾姆勒,2026-08-10 02:31:29,True,32.4,150 張,-484(45%)/-14(1%)/-783(37%)/-345(27%)/-55(35%),-1681(28%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,9,77.8%,0.95%,11.92%,-19.03%,9.42,站上60T進場,布林通道觸頂出場,2241,🟢 已滿足進場條件
2432,倚天酷碁-創,2026-08-10 02:31:32,True,28.0,27 張,-1(4%)/+14(29%)/+31(15%)/-11(30%)/+5(17%),+38(11%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,5,100.0%,4.98%,10.63%,2.14%,3.64,站上60T進場,布林通道觸頂出場,2432,🟢 已滿足進場條件
2540,愛山林,2026-08-10 02:31:34,True,46.05,1740 張,-613(25%)/-46(3%)/-1086(47%)/-339(21%)/-601(30%),-2685(26%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,36,72.2%,0.2%,4.02%,-10.3%,3.6,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,2540,🟢 已滿足進場條件
4440,宜新實業,2026-08-10 02:31:41,True,17.15,24 張,-9(22%)/+6(33%)/-16(40%)/-2(28%)/-10(34%),-31(23%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 碰觸20T(布林中線)以上出場,48,70.8%,0.15%,4.64%,-27.61%,4.39,直接進場,碰觸20T(布林中線)以上出場,4440,🟢 已滿足進場條件
4807,日成-KY,2026-08-10 02:31:42,True,31.85,83 張,-21(23%)/-54(44%)/-76(20%)/+9(5%)/-27(29%),-169(20%),[進] 60分K之KD且RSI<20 且 直接進場；[出] 乖離率大於15%停利出場,7,85.7%,18.24%,50.64%,-39.22%,29.9,直接進場,乖離率大於15%停利出場,4807,🟢 已滿足進場條件
4994,傳奇,2026-08-10 02:31:43,True,86.2,2 張,-6(22%)/-3(5%)/-7(8%)/+1(5%)/-2(40%),-17(8%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 跌破5T出場(停損/利),16,75.0%,0.4%,1.28%,-0.41%,0.45,碰觸BBAND下緣進場,跌破5T出場(停損/利),4994,🟢 已滿足進場條件
5225,東科-KY,2026-08-10 02:31:43,True,66.7,1327 張,-115(35%)/-28(4%)/-68(44%)/-24(9%)/-523(35%),-758(25%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,13,84.6%,3.55%,14.8%,-1.34%,3.96,站上60T進場,布林通道觸頂出場,5225,🟢 已滿足進場條件
4764,雙鍵,2026-08-10 02:31:42,True,231.0,940 張,-159(9%)/-84(5%)/-242(13%)/-671(27%)/-85(8%),-1241(14%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,6,100.0%,21.32%,35.04%,4.22%,12.37,碰觸BBAND下緣進場,乖離率大於15%停利出場,4764,🟢 已滿足進場條件
6226,光鼎,2026-08-10 02:31:46,True,21.5,3983 張,-1030(4%)/-2728(15%)/+652(5%)/-518(2%)/-1022(22%),-4646(5%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,4,100.0%,5.65%,14.94%,0.37%,6.39,站上60T進場,布林通道觸頂出場,6226,🟢 已滿足進場條件
8210,勤誠,2026-08-10 02:31:51,True,1080.0,1250 張,+153(10%)/+84(6%)/+188(10%)/-1290(56%)/+170(12%),-695(8%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,8,75.0%,1.31%,7.57%,-3.25%,3.5,站上60T進場,布林通道觸頂出場,8210,🟢 已滿足進場條件
8926,台汽電,2026-08-10 02:31:52,True,57.8,7914 張,-1166(33%)/-1013(30%)/-1700(43%)/-2832(54%)/+2103(23%),-4608(18%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,7,85.7%,3.64%,18.83%,-1.61%,6.84,站上60T進場,布林通道觸頂出場,8926,🟢 已滿足進場條件
