股票代號,股票名稱,掃描時間,是否符合,最新價位,最近一日交易量,三大法人5日各別買賣超,三大法人5日買賣超,勝率最高方案,交易次數,勝率,平均投資報酬率,最高投資報酬率,最低投資報酬率,標準差,進場Key,出場Key,股票代號,currently_status
1441,大東,2026-09-02 09:34:21,True,8.81,6 張,+3(36%)/-1(9%)/-3(36%)/+1(8%)/-1(9%),-1(2%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,23,91.3%,2.42%,12.73%,-5.77%,3.46,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,1441,🟢 已滿足進場條件
1526,日馳,2026-09-02 09:34:22,True,16.05,138 張,+4(3%)/-7(6%)/-23(10%)/+1(1%)/-5(2%),-30(4%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,100.0%,2.27%,9.39%,0.16%,4.0,站上60T進場,碰觸20T(布林中線)以上出場,1526,🟢 已滿足進場條件
1515,力山,2026-09-02 09:34:22,True,32.1,637 張,-799(11%)/-608(9%)/-263(14%)/-53(4%)/-155(15%),-1878(10%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,5,100.0%,3.56%,11.83%,0.59%,4.69,站上60T進場,布林通道觸頂出場,1515,🟢 已滿足進場條件
1531,高林股,2026-09-02 09:34:23,True,11.85,172 張,-39(12%)/+71(6%)/-314(35%)/-130(44%)/-171(69%),-583(19%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 碰觸20T(布林中線)以上出場,27,81.5%,0.81%,4.53%,-11.36%,2.8,碰觸BBAND下緣進場,碰觸20T(布林中線)以上出場,1531,🟢 已滿足進場條件
1717,長興,2026-09-02 09:34:25,True,80.3,11751 張,+13134(39%)/+4789(17%)/+16971(32%)/+12374(24%)/-5844(23%),+41424(21%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,3,100.0%,25.61%,29.7%,23.51%,3.54,碰觸BBAND下緣進場,乖離率大於15%停利出場,1717,🟢 已滿足進場條件
1727,中華化,2026-09-02 09:34:25,True,94.2,1839 張,+417(5%)/+3003(39%)/+1417(14%)/-2556(34%)/+192(6%),+2473(7%),[進] 60分K之KD且RSI<20 且 碰觸BBAND下緣進場；[出] 乖離率大於15%停利出場,5,100.0%,43.23%,59.39%,33.33%,11.79,碰觸BBAND下緣進場,乖離率大於15%停利出場,1727,🟢 已滿足進場條件
1760,寶齡富錦,2026-09-02 09:34:25,True,57.2,203 張,+32(31%)/-13(18%)/-54(48%)/-42(33%)/-133(62%),-210(33%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 布林通道觸頂出場,9,77.8%,0.61%,3.81%,-6.55%,3.06,站上60T進場,布林通道觸頂出場,1760,🟢 已滿足進場條件
1786,科妍,2026-09-02 09:34:26,True,46.35,201 張,+1(1%)/-85(50%)/-198(54%)/-98(38%)/-94(32%),-474(41%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,5,80.0%,0.63%,4.42%,-5.61%,3.72,站上60T進場,碰觸20T(布林中線)以上出場,1786,🟢 已滿足進場條件
1809,中釉,2026-09-02 09:34:26,True,38.5,344 張,+23(2%)/+298(24%)/+144(16%)/-36(4%)/+67(12%),+496(10%),[進] 60分K之KD且RSI<20 且 站上60T進場；[出] 碰觸20T(布林中線)以上出場,14,71.4%,3.61%,15.7%,-4.73%,6.06,站上60T進場,碰觸20T(布林中線)以上出場,1809,🟢 已滿足進場條件
1810,和成,2026-09-02 09:34:26,True,24.65,1061 張,+13(0%)/-1689(25%)/-211(7%)/+293(9%)/-152(9%),-1746(7%),[進] 60分K之KD且RSI<20 且 站上5T進場；[出] KD且RSI大於70且在BBAND中線以上出場,3,100.0%,6.74%,7.52%,5.31%,1.24,站上5T進場,KD且RSI大於70且在BBAND中線以上出場,1810,🟢 已滿足進場條件
